"ra_number","date_of_survey","check_out_day","check_in_day","primary_rental_purpose","vehicle_model_description","overall_satisfaction","mechanical_condition_of_vehicle","cleanliness_of_the_vehicle","vehicle_selection_choice","ease_of_pick_up","ease_of_return","would_you_recommend","recommend_comment"
"812548516",2019-07-04,2019-06-20,2019-06-27,"Leisure","PATRIOT FWD N",8,9,10,8,10,10,10,"large company good car selection, reasonable prices"
"659909191",2019-07-04,2019-06-15,2019-06-22,"Leisure","SENTRA 1.8 N",5,5,5,4,1,5,0,"There were several charges that I didn't agree to or realize I was being charged. Such as Loss Dmg Wvr Prem Road Serv I did not want nor did I agree to these charges. I think it's wrong to just charge people. I've rented cars from other companies and have never been charged these charges. Therefore I won't be using Hertz again!"
"831708850",2019-07-04,2019-07-02,2019-07-03,"Leisure","C-HR FWD N",7,10,8,8,10,8,10,"Very efficient knowledgeable pers"
"654673062",2019-07-04,2019-06-09,2019-07-03,"Business","SORENTO 4W7P6CN",9,9,9,9,9,9,9,"The option for many choices as a PC member, size of the car and the reliability of the rental. The car served me very well for my needs."
"818304303",2019-07-04,2019-06-27,2019-06-30,"Leisure","SIR HIGH AWD8PN",8,10,8,8,9,10,10,"Everything went smoothly. Nice vehicle. Easy rerurn"
"818162041",2019-07-04,2019-06-27,2019-06-28,"Leisure","SIR CAMARO 2.0N",10,10,10,10,10,5,10,"The ease of rental car pick-up."
"815495052",2019-07-04,2019-06-24,2019-07-03,"Business","SIR EVOQUE 2.0N",10,10,10,10,10,10,10,"Excellent pickup and drop off experiences, great car, very easy no hassles"
"819457343",2019-07-04,2019-06-28,2019-06-30,"Leisure","SIRMUSTSDNGTPRN",,,,,,,,
"818450710",2019-07-04,2019-06-27,2019-06-30,"Leisure","SIR 4RUNNER 4WN",10,10,10,10,10,10,10,"Excellent service and nice vehicle"
"818459762",2019-07-04,2019-06-27,2019-06-30,"Leisure","SIREQUINOXFWD1N",,,,,,,,
"831615595",2019-07-04,2019-07-02,2019-07-03,"Business","ACCENT 1.6L N",10,10,10,10,10,10,10,"Renting was fast, easy and all the people I spoke to were intelligent and helpful. Almost no wait to talk to people. Great rate as well! Great car! Thanks!!!"
"818607182",2019-07-04,2019-06-28,2019-06-30,"Both Business and Leisure","SIR JOURNEYAWDN",10,10,10,10,10,10,10,"Quick in and out process. Could use more signage to be able to locate the cars."
"818597662",2019-07-04,2019-06-28,2019-06-30,"Leisure","SIREXPEDITION3N",10,10,10,5,2,10,4,"I reserved a full-size vehicle. Once checked In, I was being given a mid-size SUV multiple times. She proceeded to argue that I had not ordered a full-size, even though my reservation said 'full-size'. It was midnight and we had four children so we just paid for the upgrade to be in a full-size."
"814881782",2019-07-04,2019-06-23,2019-06-30,"Leisure","SENTRA 1.8 N",8,7,8,8,10,10,9,"When my flight was canceled it required me to extend car rental by 12 hours from 10 pm on 29th to 10 am on 30th. I called and it was made easy."
"830276322",2019-07-04,2019-06-30,2019-06-30,"Both Business and Leisure","SIR SOUL 5D N",,,,,,,,
"817509674",2019-07-04,2019-06-26,2019-06-30,"Business","SIRSEQUOIA5.7SN",8,6,9,7,6,10,10,"Fast, efficient. Car was clean and operated nicely."
"819330256",2019-07-04,2019-06-28,2019-07-03,"Leisure","SIREQUINOXFWD1N",,,,,,,,
"813979040",2019-07-04,2019-06-21,2019-06-30,"Leisure","VERSA 1.6 N",7,9,9,5,10,10,9,"Very fast service, both in and out. The only thing from keeping me from giving a 10 was the selection of cars available. My car did not have a back up camera."
"831085953",2019-07-04,2019-07-01,2019-07-03,"Business","SIRMUSTSDNGTPRN",10,10,10,10,10,10,10,"The set up is easy and convenient and streamlined minimal delays"
"819372724",2019-07-04,2019-06-28,2019-07-02,"Leisure","SIR VERSA 5D 1N",8,10,9,7,7,7,8,"A vehicle type I reserved for wasn't available in the gold section on the lot. I ended up picking a lesser vehicle type for the reservation. A bit disappointed but overall the service is satisfactory."
"830502853",2019-07-04,2019-06-30,2019-07-03,"Business","CAMRY 2.5 U N",,,,,,,,
"830704932",2019-07-04,2019-07-01,2019-07-03,"Business","SIR XTS FWD N",10,10,10,10,10,10,10,"The car was delivered to us at the airport. The man dropping the car was cheerful and helpful. The return was easy and our driver was equally engaging, efficient and friendly. It was an excellent rental car."
"819860860",2019-07-04,2019-06-29,2019-07-02,"Leisure","SIR SOUL 5D N",10,10,10,10,10,10,10,"car drop off at Hilton hotel is why we like this servicew"
"817710736",2019-07-04,2019-06-26,2019-06-30,"Both Business and Leisure","SIREQUINOXFWD2N",8,10,9,6,5,9,8,"The office was adaptable to change with out a lot of effort on our part. We had reservations for a full size car and there were none in the Gold lot"
"818595971",2019-07-04,2019-06-27,2019-07-03,"Business","SIR FORTE 2.0LN",,,,,,,,
"818929473",2019-07-04,2019-06-28,2019-06-30,"Business","SIR 300 3.6 AWN",,,,,,,,
"831366340",2019-07-04,2019-07-02,2019-07-03,"Business","SIRIMPALA5P2.5N",,,,,,,,
"818565532",2019-07-04,2019-06-27,2019-06-30,"Leisure","COROLLA N",9,9,9,9,9,9,9,"Because I never give out a 10"
"819483943",2019-07-04,2019-06-29,2019-06-30,"Both Business and Leisure","SIR 300 3.6 AWN",,,,,,,,
"818998154",2019-07-04,2019-06-28,2019-06-30,"Leisure","SENTRA 1.8 N",,,,,,,,
"818193051",2019-07-04,2019-06-27,2019-06-30,"Business","SIR XF SN AW 2N",10,10,10,10,10,10,10,"Good, easy experience and liked the choice of any car in a particular section of the lot event that was going on when I arrived in Phoenix."
"630943655",2019-07-04,2019-06-01,2019-06-30,"Both Business and Leisure","SIR ESCAPE2W1.N",,,,,,,,
"816510096",2019-07-04,2019-06-25,2019-06-30,"Leisure","SIR TAHOE4W7PSN",9,10,10,8,8,10,10,"Very helpful agent at the Hilton resort in Scottsdale. We rented at the airport but needed to make a change at our hotel"
"818458211",2019-07-04,2019-06-27,2019-06-30,"Leisure","SIREQUINOXFWD2N",,,,,,,,
"818554752",2019-07-04,2019-06-27,2019-07-03,"Business","SIR 300 3.6 RWN",,,,,,,,
"818310861",2019-07-04,2019-06-27,2019-06-30,"Leisure","SIR 4RUN4.0RWDN",10,10,8,10,10,10,10,"Fast, easy"
"830504253",2019-07-04,2019-06-30,2019-07-03,"Business","SIR AVALON N",8,9,8,9,10,10,10,"Very quick pick up and easy drop off. I love the fact that I can pick out the car that I want to drive."
"830880676",2019-07-04,2019-07-01,2019-07-03,"Business","SIRIMPALA5P3.6N",10,10,10,10,10,10,10,"Every reservations is so smooth...."
"818721956",2019-07-04,2019-06-28,2019-06-30,"Both Business and Leisure","SIRIMPALA5P3.6N",10,10,10,10,10,10,10,"Great service, friendly service reps, very quick out!"
"831606742",2019-07-04,2019-07-02,2019-07-03,"Leisure","SIREQUINOXAWD1N",8,9,8,4,0,10,5,"Five people in line for checkin. Three agents assisting. It took 35m- far too long to be assisted. Agent was pleasant and helpful. Shuttle driver was very friendly. Overall, a good experience that was ruined by the wait at the counter initially."
"816763894",2019-07-04,2019-06-25,2019-07-03,"Leisure","SIREQUINOXAWD1N",10,10,10,10,10,10,6,"I m a rewards member and when we picked up the car I told the clerk at the counter of our rewards number and she she it was too late to enter the number. When I picked the car out of the lot the ntold me we were a rewards member be they could not give us the points to call customer support. When we called customer support we were told upon returningn the car we should tell then about the points and theyb would correct the problem also she was going tomfile a complaint for us. Well when we returned the car we were told they couldnt give us the points it had to be done when we frist picked up the car"
"819375233",2019-07-04,2019-06-28,2019-06-30,"Leisure","VERSA 1.6 N",,,,,,,,
"819845353",2019-07-04,2019-06-29,2019-07-03,"Business","SIREQUINOXAWD1N",7,6,10,4,10,10,9,"Clerks were very helpful. Upon returning the car, the check-in clerk was friendly and made it clear that there was no rush to get our things out of the car. Much appreciated!"
"830532636",2019-07-04,2019-06-30,2019-07-03,"Business","SIR ELANTRAFT2N",8,7,8,8,3,10,1,"Car was ok, what was not ok was the young lady who originally tried to process my payment. She had a terrible attitude and tried to run my credit card (which was brand new) she did not ask for it billing zip code and simply said my new card was denied. From there she said if it got denied again I would not be able to rent from Hertz. If it wasn't for the very helpful young man coming up to be and offering to try to run my card himself (after 2 hours of trying to get a hold of my bank after hours to figure out why my brand new card would not run). He ran it, asked my billing address and it worked no problem. The original girl should be fired for her terrible rude attitude and no desire to help a customer."
"830116862",2019-07-04,2019-06-30,2019-07-03,"Leisure","SIREQUINOXAWD1N",,,,,,,,
"830904410",2019-07-04,2019-07-01,2019-07-03,"Leisure","SIREQUINOXFWD1N",10,10,10,10,10,10,10,"Easy check in and check out process. Good comfortable, well maintained vehicle. Very good overall experience."
"819826851",2019-07-04,2019-06-29,2019-07-03,"Leisure","SIR CTS 2.0 SUN",9,8,5,8,9,9,0,"I was told that when I brought back the car I would have to pay two something per gallon I asked her this twice and she repeated that I would pay to something per gallon I ended up paying nine something I do not appreciate people or companies lying to"
"813986294",2019-07-04,2019-06-22,2019-07-03,"Business","SIRYUKON 4W7P N",0,0,0,0,0,5,0,"Terrible customer service. No cars available at any time of the day. Employee crashed a car hit a pole"
"830357006",2019-07-04,2019-06-30,2019-07-03,"Leisure","SIRIMPALA5P3.6N",9,10,10,2,10,10,9,"Hertz is always ready for me and cars are always quite in order"
"819778713",2019-07-04,2019-06-29,2019-07-03,"Leisure","SIREQUINOXAWD1N",9,10,10,9,10,10,9,"No issues, car was available when promised, right car type as expected, easy return"
"812251694",2019-07-04,2019-06-20,2019-07-01,"Leisure","SIR CAMARO CV N",2,2,4,8,7,3,2,"I had to spend two hours on an oil change shortly after picking up the rental. No compensation for the time and hassle has been provided."
"831488232",2019-07-04,2019-07-02,2019-07-03,"Business","SIR VERSA 5D 1N",,,,,,,,
"813677701",2019-07-04,2019-06-21,2019-06-30,"Leisure","SIR ROGUE FWD N",8,10,7,10,10,10,10,"It was easy to pick the vehicle you wanted. Your name was on a board telling you what rows you could pick from"
"819773850",2019-07-04,2019-06-29,2019-07-01,"Leisure","SENTRA 1.8 N",,,,,,,,
"832125206",2019-07-04,2019-07-03,2019-07-04,"Other","YARIS IA 4D N",,,,,,,,
"818451432",2019-07-04,2019-06-27,2019-06-30,"Leisure","SIR SOUL 5D N",,,,,,,,
"817543576",2019-07-04,2019-06-26,2019-06-30,"Business","SIRRAM152WC5SBN",,,,,,,,
"830294216",2019-07-04,2019-06-30,2019-06-30,"Leisure","SIREQUINOXFWD1N",10,10,10,10,10,10,9,"Quick service for an unreserved auto. Quick return."
"817312764",2019-07-04,2019-06-26,2019-07-03,"Both Business and Leisure","SIR ENCOREAWDSN",1,8,9,1,1,9,2,"First, I was quoted a price for my rental, then was told a different price when I picked up the car. When I showed my confirmed reservation to the reservation attendant she remarked well this is the price for this reservation in my system. To add insult to injury, I reserved a FULL size car and had a limited choice of cars in the Gold Section; well none of the cars available in that section resembled anything close to FULL SIZE:"
"817534351",2019-07-04,2019-06-26,2019-06-28,"Business","RAV4 FWD FT N",,,,,,,,
"814650594",2019-07-03,2019-06-23,2019-06-29,"Leisure","SIR GR CRVN2W3N",10,10,10,10,10,10,10,"Rental procedures smoothly and almost new car"
"817314175",2019-07-03,2019-06-26,2019-07-01,"Leisure","SIR SOUL 5D N",0,10,10,0,0,10,5,"I reserved a full-size vehicle and ended up with a Kia Soul as no full size cars were available."
"819151421",2019-07-03,2019-06-28,2019-07-02,"Business","SIRMALIBU 1.5 N",,,,,,,,
"813072735",2019-07-03,2019-06-20,2019-06-25,"Leisure","SENTRA 1.8 N",,,,,,,,
"819526713",2019-07-03,2019-06-29,2019-07-02,"Leisure","SIRSUBUR4W7PSNN",10,10,10,10,10,10,10,"All was great"
"818981170",2019-07-03,2019-06-28,2019-07-02,"Leisure","SIRSPORTAGEFW2N",,,,,,,,
"818394625",2019-07-03,2019-06-27,2019-07-02,"Leisure","SIR CRUZE 4D FN",10,10,10,10,10,10,10,"The service is great. Everyone is always ready to assist with any questions or issues. Cars are always clean and ready to go. Finally, the entire process of renting is quick and easy."
"819221911",2019-07-03,2019-06-28,2019-07-02,"Leisure","SIR PACIFICA N",,,,,,,,
"830178031",2019-07-03,2019-06-30,2019-07-02,"Leisure","SIREQUINOXFWD1N",10,10,10,10,10,10,10,"Good vehicle at a fair price. Very good customer service. I also tried the new drop off service which was very efficient. No need to get our bags out of the car and then back on and off the shuttle bus. The driver just hopped in and drove us to the terminal."
"818900806",2019-07-03,2019-06-28,2019-06-30,"Business","SIREQUINOXFWD1N",10,10,10,10,10,10,10,"user friendly process; friendly staff"
"814417310",2019-07-03,2019-06-22,2019-06-28,"Leisure","SIRENCOREFWDSUN",,,,,,,,
"830246535",2019-07-03,2019-06-30,2019-07-03,"Business","SIRACADIA2.5FWN",10,10,10,10,10,10,10,"Always have a great experience with Hertz"
"678474952",2019-07-03,2019-06-16,2019-06-29,"Leisure","SIR ROGUE AWD N",,,,,,,,
"817779174",2019-07-03,2019-06-26,2019-07-02,"Leisure","SIR TERRAINAW1N",,,,,,,,
"810565560",2019-07-03,2019-06-17,2019-06-23,"Leisure","SIRYUKON 4W7P N",10,10,10,10,10,10,10,"Very accessible and easy to find. Employees were friendly also"
"814074914",2019-07-03,2019-06-22,2019-06-29,"Leisure","SIRSIENNA8P 3.N",10,8,10,9,10,10,10,"Cars are always clean and ready when I arrive."
"814102026",2019-07-03,2019-06-22,2019-06-29,"Leisure","SIR GR CRVN2W3N",3,3,9,9,8,9,3,"Ac did not work properly"
"659751875",2019-07-03,2019-06-15,2019-06-29,"Leisure","VERSA 1.6 N",10,10,10,10,10,10,10,"Both of the counter service women in Phoenix AZ and Billings MT were very helpful. I loved the car we selected and the price was good."
"816509234",2019-07-03,2019-06-25,2019-07-02,"Leisure","SIRYUKON 4W7P N",,,,,,,,
"815688790",2019-07-03,2019-06-24,2019-06-27,"Business","SIRNAUTILUSAWDN",,,,,,,,
"818599832",2019-07-03,2019-06-28,2019-06-29,"Leisure","SIR SOUL 5D N",8,8,8,8,9,8,8,"Easy to pick up and drop off."
"831098564",2019-07-03,2019-07-01,2019-07-02,"Business","SIREQUINOXFWD1N",,,,,,,,
"814365904",2019-07-03,2019-06-22,2019-06-29,"Leisure","COROLLA N",10,9,10,5,10,10,10,"Fast service and quality of vehicles"
"818864793",2019-07-03,2019-06-28,2019-07-02,"Leisure","SIRMALIBU 1.5 N",,,,,,,,
"815103111",2019-07-03,2019-06-23,2019-07-02,"Business","SIRENCOREFWDSUN",3,0,4,4,8,8,7,"Poor customer service when I had a flat tire. Luckily my son was close to assist."
"819674122",2019-07-03,2019-06-29,2019-06-29,"Leisure","SIR EXPLORER 3N",9,9,9,9,9,9,9,"It was a quick and easy process"
"818485555",2019-07-03,2019-06-27,2019-06-29,"Business","SIR SENTRA 1.8N",3,6,7,3,1,7,2,"Desk person told me there would be someone to help me outside in the lot. Was no one out there for 20 minutes. Had to wait in 106 degree heat."
"819030236",2019-07-03,2019-06-28,2019-07-02,"Leisure","SIR 300 3.6 AWN",10,10,9,9,10,10,10,"Like the 50+ Gold discount, and cars are generally good selection and fairly clean. Checkout staff always pleasant and helpful."
"818486152",2019-07-03,2019-06-27,2019-06-29,"Business","SIR CHARGER 3.N",8,10,9,0,0,10,2,"They were low on vehicle availability. Nothing in the GOLD isle. I was walked to the President's Circle and offered a YC class car for my F reservation. Agent insisted this tiny car is a FULL SIZE. I dislike being lied to after years of rentals."
"818172961",2019-07-03,2019-06-27,2019-06-29,"Business","SIREQUINOXFWD2N",10,10,10,9,10,10,10,"staffs are very kind"
"815645644",2019-07-03,2019-06-24,2019-07-01,"Leisure","SIR QX80RWSUN N",8,8,10,10,10,10,10,"Very quick service especially if you're a gold member. Great selection of cars and suvs"
"819067115",2019-07-03,2019-06-28,2019-07-01,"Leisure","SIRACADIA2.5FWN",,,,,,,,
"819885205",2019-07-03,2019-06-29,2019-07-02,"Both Business and Leisure","SIR 300 3.6 AWN",10,10,10,10,10,10,10,"Quick and easy to rent...great cars!"
"818904133",2019-07-03,2019-06-28,2019-07-02,"Business","SIREQUINOXAWD1N",9,10,10,9,10,10,10,"No surprises. Exactly what I expected."
"813267464",2019-07-03,2019-06-21,2019-06-29,"Leisure","SIRSIENNA8P 3.N",10,10,7,10,10,10,10,"Friendly customer service and fast information with customer service. The vehicles are always well maintained with clean interior. Hassle free environment."
"818924956",2019-07-03,2019-06-28,2019-07-02,"Leisure","SIR SOUL 5D N",10,10,7,10,10,10,10,"Check in and car retrieval was effortless. No hassle, no wait. Great choice of cars. Staff was very helpful and pleasant."
"830227370",2019-07-03,2019-06-30,2019-07-01,"Business","SIRENCOREFWDSUN",10,10,10,10,10,10,10,"How easy to find a car, get in and leave with no lines."
"817756844",2019-07-03,2019-06-26,2019-07-01,"Leisure","SIR 300 3.6 RWN",10,10,10,10,10,10,10,"Convenience of location to pick up car, quality of personnel I dealt with and ease of checking out and back in."
"818160044",2019-07-03,2019-06-27,2019-07-02,"Business","SIREQUINOXFWD2N",9,10,10,10,10,9,9,"Clean and new vehicle Quick service, being president's circle Entire process of checking in and out was very smooth Only negative was a long bus ride to and from the terminal"
"818151902",2019-07-03,2019-06-27,2019-06-29,"Business","VERSA 1.6 N",9,10,10,4,10,10,10,"Very easy pick up and drop off process. Love being a gold member and having ability to pick my own vehicle. Customer service reps are friendly"
"831358496",2019-07-03,2019-07-02,2019-07-02,"Business","SIRMUST CV 2.3N",10,10,10,10,10,10,10,"Fast service"
"830039652",2019-07-03,2019-06-29,2019-07-02,"Both Business and Leisure","SIRMALIBU 1.5 N",9,8,10,8,9,10,10,"Outstanding customer service got the vehicle that I needed"
"817010154",2019-07-03,2019-06-25,2019-06-29,"Leisure","SIR 300 3.6 AWN",10,10,10,10,10,10,10,"Very very friendly and helpful staff"
"817724191",2019-07-03,2019-06-26,2019-07-01,"Other","SIREQUINOXFWD1N",5,5,10,5,9,9,3,"You are too pricey. You charge for spouses, charge for extensions."
"818853711",2019-07-03,2019-06-28,2019-07-01,"Leisure","SORENTO FWD3.3N",,,,,,,,
"814338232",2019-07-03,2019-06-22,2019-06-29,"Leisure","SIRRAM15004WCCN",7,10,7,10,10,10,10,"I am super impressed with the ease of booking a vehicle, pickup and return as a gold member. The benefits are outstanding and the price is decent."
"812549452",2019-07-02,2019-06-20,2019-07-01,"Both Business and Leisure","SIR 300 3.6 AWN",,,,,,,,
"813961680",2019-07-02,2019-06-21,2019-06-29,"Leisure","SIR QX60 AWD SN",,,,,,,,
"817495560",2019-07-02,2019-06-26,2019-07-01,"Leisure","SIR 300 3.6 RWN",7,6,7,7,9,9,7,"Tires needed air and the car had deep scratches all over. I am not very pleased with the quality of cars I have been getting from hertz."
"816240342",2019-07-02,2019-06-24,2019-06-28,"Business","SORENTO 4W7P6CN",9,9,10,1,2,10,10,"I really think Hertz has mastered the art of car rental. After a long flight, the last thing I want to do is stand in line waiting for my next mode of transportation. Being able to select my car and check out makes perfect sense."
"819008584",2019-07-02,2019-06-28,2019-07-01,"Business","SIREQUINOXAWD1N",,,,,,,,
"816682775",2019-07-02,2019-06-25,2019-06-27,"Leisure","SIR MAXIMA N",9,9,9,9,10,10,10,"Ease of pickup and drop off."
"813760286",2019-07-02,2019-06-21,2019-07-01,"Both Business and Leisure","SIR YUKONXL4X4N",10,10,10,10,10,10,10,"The personnel I dealt with at the counter and returning were amazing. The vehicle was nice. Thank you for the great experience."
"818141391",2019-07-02,2019-06-27,2019-06-29,"Leisure","SIR COLORADO RN",,,,,,,,
"818196315",2019-07-02,2019-06-27,2019-07-01,"Leisure","SIR XE SUN AWDN",,,,,,,,
"817664212",2019-07-02,2019-06-26,2019-06-30,"Both Business and Leisure","SIR CAMARO 2.0N",9,9,8,7,9,10,9,"Easy service to use"
"812731194",2019-07-02,2019-06-20,2019-07-01,"Business","SIRRAM1504WCCLN",9,10,10,8,10,10,9,"Able to choose the car I wanted, quick and easy."
"819062134",2019-07-02,2019-06-28,2019-07-01,"Business","SIRSUBUR4W7PSNN",10,10,10,10,0,10,5,"I have been able to utilize the Gold Member benefits twice. In Detroit and now Phoenix. Detroit was amazing. In Phoenix, our vehicle was supposed to be located in stall U19, however it was in stall 830. Two individuals were working the counter and while I do not know the complexity of the reservations they were handling, I waited for 30 minutes before a third individual arrived at the counter and helped me. It took this individual less than 5 minutes to locate our vehicle and direct me accordingly. I have used Hertz many times in the past, and this experience was the most negative. This time, making a reservation ahead of time did not help at all when it came time to pick the vehicle up. I so still enjoy the fact that once I pick up the vehicle, I simply drive to the exit and my contract is printed there with no complications. I also enjoy the return procedures and the ease with which vehicles are returned. The counter is what made this experience less than excellent."
"819833770",2019-07-02,2019-06-29,2019-07-01,"Both Business and Leisure","SIRSPORTAG4W4CN",,,,,,,,
"819444931",2019-07-02,2019-06-28,2019-07-01,"Leisure","SIR TAHOE4W7PSN",,,,,,,,
"830504673",2019-07-02,2019-06-30,2019-07-01,"Leisure","SIR ALTIMA U N",9,9,9,6,9,9,8,"no waiting in line other than at the exit booth from the parking lot"
"814264824",2019-07-02,2019-06-22,2019-07-01,"Both Business and Leisure","SIR QX60 AWD SN",10,10,10,10,10,10,10,"I was upgraded to presidents club for this reservation and it's the only time you've ever upgraded me. Choice of cars comparable to what i drive at home so valued it far more"
"814716803",2019-07-02,2019-06-23,2019-06-28,"Business","SIREQUINOXAWD1N",,,,,,,,
"659266300",2019-07-02,2019-06-14,2019-06-28,"Leisure","RAV4 FWD FT N",0,0,0,0,0,7,1,"I reported all the vehicle issues to include needing repairs to the console, an alignment, the 4 Wheel drive slipping in and out of 2 Wheel drive., and the fact that the car was dirty"
"815676492",2019-07-02,2019-06-24,2019-06-28,"Business","SIR TAHOE4W7PSN",,,,,,,,
"815237894",2019-07-02,2019-06-23,2019-06-28,"Business","SIR TAUR 3.5 5N",,,,,,,,
"659208373",2019-07-02,2019-06-14,2019-06-29,"Leisure","SORENTO 4W7P6CN",10,10,10,10,10,10,10,"Convenience. Choice of vehicle. Quick checkout and check-in. Quality and cleanliness of the vehicle."
"818132162",2019-07-02,2019-06-27,2019-07-01,"Leisure","SIR GR CRVN2W3N",,,,,,,,
"816471386",2019-07-02,2019-06-25,2019-06-30,"Leisure","SIRENCOREFWDSUN",,,,,,,,
"816070415",2019-07-02,2019-06-24,2019-06-28,"Business","SIRRAM15004WQUN",10,10,10,10,10,10,10,"I was able to pick a vehicle that met my needs (type, comfort, and style). Everything was very quick."
"817240093",2019-07-02,2019-06-26,2019-06-28,"Business","SIR SENTRA 1.8N",,,,,,,,
"817020142",2019-07-02,2019-06-25,2019-06-28,"Business","FIESTA 4D N",,,,,,,,
"658531845",2019-07-02,2019-06-13,2019-06-28,"Leisure","SIR SOUL 5D N",3,8,10,4,10,10,9,"Very professional, friendly and courteous. This was the third time at that Hertz. Thanks for hiring good people."
"816452825",2019-07-02,2019-06-25,2019-06-29,"Other","SIR PACIFICA N",10,10,10,10,10,10,10,"Pick up and drop off were extremely easy. Representatives were polite and pleasantly. The woman at pick up told me of a free upgrade and helped me choose the right vehicle based on my needs. My AAA discount helped keep the price reasonable."
"817710854",2019-07-02,2019-06-26,2019-06-28,"Business","SIR XTS FWD N",,,,,,,,
"817382156",2019-07-02,2019-06-26,2019-06-30,"Leisure","SIR YUKONXL4X4N",10,10,10,10,10,10,10,"Seamless experience from the reservations process to the pick up process to getting the the exact vehicle that I ordered."
"817280424",2019-07-02,2019-06-26,2019-06-28,"Leisure","SIR QX60 AWD SN",,,,,,,,
"817798671",2019-07-02,2019-06-26,2019-06-28,"Both Business and Leisure","SORENTO FWD3.3N",2,9,7,4,0,9,5,"I ordered a dodge challenger or similar and there was not one available and getting a car was painful and time consuming. Took 30 extra minutes to find car."
"817772034",2019-07-02,2019-06-26,2019-06-28,"Business","SIRGR CHER 4W3N",,,,,,,,
"810641753",2019-07-02,2019-06-17,2019-06-19,"Business","SIR PACIFICA N",,,,,,,,
"817770004",2019-07-02,2019-06-26,2019-06-30,"Leisure","SIR ROGUE FWD N",10,10,10,5,7,10,9,"Overall good cars"
"816528576",2019-07-02,2019-06-25,2019-06-28,"Leisure","SIRIMPALA5P3.6N",8,6,8,0,0,10,4,"Only 2cars to choose from in gold lot"
"830345622",2019-07-02,2019-06-30,2019-07-01,"Business","SENTRA 1.8 N",7,7,7,5,0,0,0,"Long wait to check out car at PHX and then the lane closes. Couldn't hear a word of what the representative was saying from her booth. On return they charged me for refill the fuel which I had just done five minutes earlier. On trying to reach Hertz about this I spent 50 minutes on the phone and was unsuccessful st talking to anyone to correct the presumed mistake. I had to give up because my plane was boarding."
"819201331",2019-07-02,2019-06-28,2019-07-01,"Both Business and Leisure","SIRIMPALA5P2.5N",10,10,10,10,10,9,9,"ease of rental"
"817029264",2019-07-02,2019-06-25,2019-06-28,"Business","SIR TERRAINFW1N",8,10,10,5,7,10,8,"usully very good selection, but when i arrived at PHX rental center, very few cars available"
"818389541",2019-07-02,2019-06-27,2019-07-01,"Both Business and Leisure","SIR OPTIMA 4CYN",8,8,7,0,5,9,7,"When I arrived at rental center there were no cars available in the Gold area. I was soon met by a customer service representative who told me to get a car from the Presidents Circle, but it was unclear what cars I could choose without impacting my rental costs."
"830523186",2019-07-02,2019-06-30,2019-07-01,"Leisure","SIRMALIBU 1.5 N",10,10,10,10,10,10,10,"Ease of pick up. Price for one way rental. Nice to pick out the car I want"
"818102596",2019-07-02,2019-06-27,2019-06-28,"Business","SIREQUINOXFWD1N",,,,,,,,
"815659110",2019-07-02,2019-06-24,2019-06-28,"Business","SIR ROGUE AWD N",,,,,,,,
"818007595",2019-07-02,2019-06-27,2019-07-02,"Both Business and Leisure","SIRSILV 4W DC N",10,10,10,10,10,10,9,"Great truck and agent Kendra in Phoenix went out if her way to find be a regular size truck bed as I was helping someone move. I was under the impression the extra day was just an extra day charge not a penalty but I guess my mistake."
"813578990",2019-07-02,2019-06-21,2019-06-28,"Leisure","SIRSIENNA8P3.5N",3,7,2,1,9,10,3,"The car I requested was not available. I was given a car that had less storage space than the car I had requested. The customer service representative offered a minivan. I know when I made the reservation this was a cheaper option than the Range Rover I reserved. The minivan had door dings and the left back wheel area had been scraped and there were paint chips missing. I had to point out all of these dings. I had to tell the attendant that the scratches were present. The car had a few water bottles and other refuse which led me to believe that it was not properly cleaned."
"817635162",2019-07-02,2019-06-26,2019-07-01,"Both Business and Leisure","SIRRAM15004WCCN",,,,,,,,
"819026913",2019-07-02,2019-06-28,2019-06-28,"Business","SIR 300 3.6 AWN",10,10,10,10,10,10,10,"perfect!"
"816144851",2019-07-02,2019-06-24,2019-06-28,"Business","SIRWRAN4D4W2.0N",,,,,,,,
"817375075",2019-07-02,2019-06-26,2019-06-30,"Both Business and Leisure","SORENTO FWD3.3N",10,10,10,10,10,10,10,"like freedom of choice. enjoyed the Kia Sorrento"
"817297434",2019-07-02,2019-06-26,2019-07-01,"Leisure","SIRIMPALA5P3.6N",10,10,10,10,10,10,10,"Excellent service and friendly staff"
"817360342",2019-07-02,2019-06-26,2019-06-28,"Business","SIREQUINOXFWD1N",,,,,,,,
"631016153",2019-07-02,2019-06-01,2019-07-01,"Business","SIR XF SN AW 2N",,,,,,,,
"817489422",2019-07-02,2019-06-26,2019-07-01,"Leisure","SIR OPTIMA 4CYN",,,,,,,,
"817589485",2019-07-02,2019-06-26,2019-06-28,"Leisure","SIR AVALON N",,,,,,,,
"816590725",2019-07-02,2019-06-25,2019-07-01,"Leisure","SIR QX60 AWD SN",,,,,,,,
"818829594",2019-07-02,2019-06-28,2019-07-01,"Both Business and Leisure","SIR 4RUN4.0RWDN",,,,,,,,
"810171515",2019-07-02,2019-06-17,2019-06-23,"Leisure","SIR SONATA 4CYN",,,,,,,,
"819046115",2019-07-02,2019-06-28,2019-07-01,"Leisure","SIR 300 3.6 RWN",,,,,,,,
